customer_id,churn_probability,risk_tier
15643,1,High
15644,1,High
15646,1,High
15648,1,High
15649,1,High
15651,1,High
15653,1,High
15655,1,High
15656,1,High
15658,0,Low
15660,0,Low
15661,1,High
15663,1,High
15665,0,Low
15668,1,High
15669,0,Low
15670,1,High
15671,0,Low
15673,0,Low
15674,0,Low
15675,0,Low
15676,0,Low
15679,1,High
15680,0,Low
15681,0,Low
15683,1,High
15687,0,Low
15689,0,Low
15691,1,High
15694,0,Low
15695,1,High
15696,0,Low
15700,1,High
15701,0,Low
15703,1,High
15704,0,Low
15705,1,High
15706,0,Low
15708,0,Low
15709,1,High
15712,0,Low
15713,1,High
15716,0,Low
15717,1,High
15719,0,Low
15722,0,Low
15723,1,High
15724,1,High
15727,0,Low
15729,1,High
15730,0,Low
15732,1,High
15733,1,High
15734,0,Low
15737,0,Low
15738,0,Low
15743,1,High
15745,0,Low
15746,1,High
15747,0,Low
15749,0,Low
15750,0,Low
15752,0,Low
15753,1,High
15754,1,High
15755,0,Low
15756,0,Low
15757,1,High
15759,1,High
15764,0,Low
15768,1,High
15769,0,Low
15775,1,High
15776,1,High
15777,0,Low
15780,1,High
15781,0,Low
15785,0,Low
15786,0,Low
15789,1,High
15791,0,Low
15793,0,Low
15795,1,High
15796,0,Low
15797,0,Low
15799,1,High
15800,1,High
15801,0,Low
15804,0,Low
15805,0,Low
15806,1,High
15808,0,Low
15809,1,High
15810,0,Low
15811,0,Low
15812,0,Low
15813,0,Low
15815,0,Low
15819,0,Low
15820,1,High
15822,1,High
15825,1,High
15826,0,Low
15827,0,Low
15829,1,High
15831,1,High
15832,1,High
15834,0,Low
15835,0,Low
15838,0,Low
15839,0,Low
15840,1,High
15841,0,Low
15843,1,High
15845,0,Low
15847,1,High
15850,1,High
15852,1,High
15854,0,Low
15855,1,High
15856,0,Low
15858,0,Low
15860,0,Low
15861,0,Low
15862,1,High
15863,1,High
15864,0,Low
15865,1,High
15866,1,High
15867,0,Low
15869,1,High
15874,0,Low
15880,1,High
15881,1,High
15882,1,High
15889,0,Low
15891,1,High
15894,1,High
15895,1,High
15897,1,High
15898,0,Low
15899,1,High
15901,0,Low
15903,0,Low
15906,0,Low
15907,0,Low
15909,1,High
15910,0,Low
15912,1,High
15916,0,Low
15917,1,High
15918,1,High
15919,1,High
15920,1,High
15921,1,High
15922,1,High
15923,1,High
15925,1,High
15932,0,Low
15935,1,High
15938,1,High
15939,0,Low
15940,1,High
15942,1,High
15944,1,High
15945,1,High
15950,0,Low
15951,1,High
15952,1,High
15953,0,Low
15955,0,Low
15965,1,High
15967,1,High
15969,1,High
15970,1,High
15971,0,Low
15973,1,High
15974,0,Low
15976,1,High
15980,0,Low
15981,0,Low
15983,0,Low
15984,0,Low
15985,0,Low
15987,0,Low
15990,1,High
15996,0,Low
15998,0,Low
16003,0,Low
16005,0,Low
16006,1,High
16007,0,Low
16008,1,High
16009,0,Low
16010,1,High
16011,0,Low
16012,0,Low
16013,0,Low
16014,0,Low
16016,0,Low
16018,1,High
16019,0,Low
16022,1,High
16023,1,High
16027,1,High
16029,0,Low
16030,1,High
16031,1,High
16033,0,Low
16034,1,High
16036,1,High
16037,1,High
16038,1,High
16040,0,Low
16041,0,Low
16042,0,Low
16043,1,High
16045,0,Low
16048,1,High
16050,1,High
16053,0,Low
16054,1,High
16055,1,High
16057,0,Low
16059,0,Low
16062,0,Low
16063,1,High
16065,1,High
16066,0,Low
16072,1,High
16073,1,High
16076,0,Low
16078,1,High
16080,1,High
16081,0,Low
16083,0,Low
16084,1,High
16085,0,Low
16086,0,Low
16091,1,High
16092,1,High
16093,1,High
16094,0,Low
16096,1,High
16097,1,High
16098,0,Low
16099,1,High
16102,0,Low
16103,0,Low
16105,1,High
16107,0,Low
16109,1,High
16110,0,Low
16112,1,High
16113,1,High
16114,1,High
16115,0,Low
16116,1,High
16117,1,High
16121,1,High
16122,1,High
16124,1,High
16125,1,High
16126,0,Low
16128,0,Low
16131,0,Low
16133,0,Low
16134,1,High
16135,1,High
16136,1,High
16139,0,Low
16140,1,High
16142,1,High
16143,0,Low
16144,1,High
16145,0,Low
16146,1,High
16147,1,High
16148,1,High
16149,1,High
16150,0,Low
16152,1,High
16153,0,Low
16156,0,Low
16159,1,High
16161,0,Low
16162,1,High
16163,1,High
16168,0,Low
16170,0,Low
16172,0,Low
16174,0,Low
16175,0,Low
16178,1,High
16180,0,Low
16182,0,Low
16184,0,Low
16185,1,High
16186,0,Low
16187,0,Low
16188,0,Low
16191,0,Low
16193,1,High
16200,0,Low
16201,0,Low
16202,1,High
16203,1,High
16205,1,High
16206,0,Low
16208,1,High
16209,0,Low
16210,0,Low
16212,1,High
16214,0,Low
16216,1,High
16217,1,High
16218,0,Low
16221,1,High
16222,1,High
16224,0,Low
16225,0,Low
16226,1,High
16227,1,High
16229,0,Low
16230,1,High
16232,0,Low
16233,1,High
16235,1,High
16239,1,High
16241,0,Low
16242,0,Low
16244,0,Low
16245,0,Low
16247,1,High
16249,0,Low
16250,1,High
16253,0,Low
16255,0,Low
16256,1,High
16257,1,High
16258,0,Low
16261,0,Low
16265,0,Low
16266,1,High
16270,1,High
16271,0,Low
16272,1,High
16274,1,High
16275,1,High
16276,1,High
16279,0,Low
16282,1,High
16283,0,Low
16287,1,High
16292,1,High
16293,0,Low
16297,1,High
16298,1,High
16302,1,High
16303,0,Low
16305,1,High
16306,1,High
16308,0,Low
16309,1,High
16315,1,High
16316,0,Low
16317,0,Low
16319,1,High
16320,0,Low
16321,1,High
16323,1,High
16324,1,High
16325,1,High
16326,0,Low
16327,0,Low
16330,1,High
16332,0,Low
16333,0,Low
16338,1,High
16339,1,High
16340,1,High
16341,0,Low
16342,0,Low
16344,1,High
16348,0,Low
16349,1,High
16350,0,Low
16351,1,High
16353,0,Low
16356,1,High
16357,1,High
16358,0,Low
16359,0,Low
16364,1,High
16365,0,Low
16367,1,High
16369,0,Low
16370,0,Low
16374,1,High
16377,1,High
16378,1,High
16383,1,High
16384,1,High
16385,0,Low
16386,1,High
16387,1,High
16389,0,Low
16392,1,High
16393,0,Low
16394,0,Low
16395,0,Low
16398,0,Low
16399,1,High
16401,0,Low
16402,1,High
16403,1,High
16405,1,High
16407,0,Low
16409,0,Low
16411,1,High
16414,1,High
16418,1,High
16419,0,Low
16422,0,Low
16424,1,High
16425,1,High
16426,0,Low
16427,1,High
16429,1,High
16431,1,High
16434,0,Low
16440,0,Low
16441,1,High
16442,1,High
16444,1,High
16446,0,Low
16447,1,High
16448,1,High
16449,1,High
16450,1,High
16455,0,Low
16456,0,Low
16457,1,High
16458,0,Low
16461,1,High
16462,1,High
16463,0,Low
16464,0,Low
16466,0,Low
16469,1,High
16470,0,Low
16471,1,High
16473,1,High
16474,0,Low
16475,1,High
16477,0,Low
16483,1,High
16484,1,High
16488,1,High
16493,0,Low
16494,1,High
16495,1,High
16496,0,Low
16497,0,Low
16498,1,High
16499,1,High
16500,1,High
16503,0,Low
16509,1,High
16510,1,High
16511,0,Low
16515,0,Low
16517,1,High
16518,1,High
16519,1,High
16520,0,Low
16523,0,Low
16525,0,Low
16526,1,High
16529,1,High
16531,0,Low
16532,0,Low
16536,1,High
16539,0,Low
16545,1,High
16546,1,High
16549,0,Low
16550,0,Low
16551,1,High
16552,1,High
16553,0,Low
16554,1,High
16555,1,High
16556,0,Low
16557,1,High
16558,0,Low
16560,1,High
16565,1,High
16566,1,High
16567,1,High
16570,0,Low
16571,0,Low
16572,0,Low
16573,1,High
16581,1,High
16582,1,High
16583,1,High
16584,1,High
16586,1,High
16587,1,High
16589,0,Low
16592,0,Low
16593,0,Low
16596,1,High
16598,1,High
16600,1,High
16607,0,Low
16609,0,Low
16610,1,High
16611,1,High
16612,0,Low
16614,1,High
16616,1,High
16617,1,High
16618,0,Low
16619,1,High
16620,1,High
16621,1,High
16623,1,High
16624,1,High
16625,1,High
16626,0,Low
16628,0,Low
16633,0,Low
16634,1,High
16637,0,Low
16638,0,Low
16639,0,Low
16641,1,High
16642,1,High
16643,1,High
16644,1,High
16647,1,High
16652,0,Low
16654,1,High
16655,0,Low
16656,0,Low
16657,0,Low
16658,1,High
16659,1,High
16660,0,Low
16665,1,High
16667,1,High
16668,0,Low
16670,0,Low
16671,0,Low
16672,0,Low
16676,0,Low
16678,0,Low
16679,1,High
16681,0,Low
16682,0,Low
16684,0,Low
16686,0,Low
16690,1,High
16692,1,High
16693,1,High
16696,1,High
16697,1,High
16698,0,Low
16700,0,Low
16701,0,Low
16705,0,Low
16706,1,High
16709,0,Low
16710,0,Low
16711,0,Low
16712,0,Low
16713,0,Low
16714,1,High
16716,1,High
16717,0,Low
16718,1,High
16719,0,Low
16721,1,High
16722,0,Low
16723,1,High
16725,1,High
16726,0,Low
16727,1,High
16728,0,Low
16729,0,Low
16730,1,High
16734,1,High
16735,0,Low
16738,1,High
16739,1,High
16743,0,Low
16744,0,Low
16745,0,Low
16746,0,Low
16748,0,Low
16750,1,High
16752,1,High
16754,1,High
16755,0,Low
16756,1,High
16757,1,High
16762,0,Low
16763,1,High
16764,0,Low
16765,1,High
16766,1,High
16767,0,Low
16768,0,Low
16769,1,High
16770,1,High
16771,0,Low
16774,0,Low
16775,0,Low
16777,1,High
16778,1,High
16779,0,Low
16780,1,High
16781,1,High
16782,0,Low
16788,1,High
16791,0,Low
16792,1,High
16794,0,Low
16795,1,High
16801,0,Low
16804,1,High
16805,1,High
16806,1,High
16807,0,Low
16808,1,High
16809,0,Low
16810,1,High
16812,1,High
16813,0,Low
16814,0,Low
16816,1,High
16817,0,Low
16818,0,Low
16823,1,High
16824,1,High
16825,1,High
16828,1,High
16829,1,High
16832,1,High
16833,0,Low
16834,1,High
16835,1,High
16836,1,High
16837,0,Low
16838,1,High
16839,0,Low
16841,0,Low
16842,0,Low
16843,0,Low
16849,1,High
16850,1,High
16852,1,High
16858,1,High
16859,1,High
16861,1,High
16863,1,High
16866,1,High
16869,1,High
16871,0,Low
16872,1,High
16873,0,Low
16875,0,Low
16877,0,Low
16880,0,Low
16882,1,High
16883,1,High
16885,1,High
16889,0,Low
16891,0,Low
16892,1,High
16893,1,High
16897,1,High
16898,0,Low
16899,0,Low
16902,0,Low
16904,0,Low
16905,0,Low
16906,1,High
16907,0,Low
16912,0,Low
16913,1,High
16915,1,High
16916,1,High
16917,1,High
16918,0,Low
16919,0,Low
16923,0,Low
16926,1,High
16927,1,High
16928,0,Low
16929,0,Low
16931,0,Low
16933,1,High
16938,0,Low
16940,0,Low
16942,0,Low
16943,1,High
16945,0,Low
16947,1,High
16948,1,High
16949,0,Low
16950,0,Low
16951,0,Low
16952,1,High
16954,0,Low
16955,1,High
16957,1,High
16960,1,High
16961,1,High
16963,1,High
16965,1,High
16966,0,Low
16967,1,High
16968,1,High
16969,1,High
16976,1,High
16979,0,Low
16980,0,Low
16983,0,Low
16984,0,Low
16985,0,Low
16987,0,Low
16989,0,Low
16990,1,High
16992,0,Low
16996,0,Low
16997,1,High
16998,1,High
17001,0,Low
17002,0,Low
17007,0,Low
17015,0,Low
17017,0,Low
17018,1,High
17019,0,Low
17024,1,High
17025,1,High
17026,1,High
17027,1,High
17029,1,High
17031,1,High
17033,0,Low
17034,1,High
17035,1,High
17040,1,High
17041,0,Low
17042,0,Low
17043,0,Low
17045,1,High
17046,1,High
17047,0,Low
17048,1,High
17049,0,Low
17050,0,Low
17051,1,High
17053,1,High
17054,0,Low
17058,0,Low
17059,0,Low
17060,1,High
17061,0,Low
17062,1,High
17063,0,Low
17064,1,High
17068,0,Low
17069,0,Low
17070,1,High
17071,0,Low
17073,0,Low
17075,1,High
17076,1,High
17080,1,High
17082,0,Low
17083,0,Low
17085,0,Low
17088,0,Low
17090,0,Low
17091,0,Low
17092,0,Low
17094,1,High
17095,0,Low
17096,0,Low
17097,0,Low
17101,0,Low
17102,1,High
17105,1,High
17107,0,Low
17109,1,High
17110,1,High
17114,1,High
17115,1,High
17117,1,High
17118,1,High
17120,1,High
17122,1,High
17123,1,High
17124,1,High
17126,0,Low
17128,1,High
17133,0,Low
17134,1,High
17135,0,Low
17138,1,High
17139,0,Low
17140,1,High
17142,1,High
17146,1,High
17147,0,Low
17152,0,Low
17155,1,High
17157,1,High
17158,0,Low
17159,0,Low
17160,0,Low
17162,0,Low
17164,0,Low
17165,1,High
17166,1,High
17169,1,High
17171,1,High
17173,0,Low
17174,1,High
17175,0,Low
17176,1,High
17179,1,High
17180,1,High
17181,1,High
17183,0,Low
17187,1,High
17188,0,Low
17189,1,High
17190,1,High
17191,0,Low
17193,0,Low
17194,1,High
17198,1,High
17204,0,Low
17211,0,Low
17212,1,High
17213,0,Low
17214,0,Low
17217,1,High
17218,0,Low
17220,0,Low
17223,1,High
17226,1,High
17227,0,Low
17228,0,Low
17229,1,High
17230,0,Low
17231,0,Low
17234,1,High
17235,1,High
17236,1,High
17238,0,Low
17239,1,High
17242,0,Low
17243,0,Low
17245,1,High
17248,1,High
17250,1,High
17251,1,High
17252,0,Low
17255,1,High
17256,0,Low
17259,1,High
17262,0,Low
17263,1,High
17265,1,High
17266,1,High
17267,1,High
17268,1,High
17272,0,Low
17277,0,Low
17278,1,High
17282,0,Low
17284,0,Low
17287,0,Low
17288,0,Low
17289,0,Low
17291,1,High
17293,0,Low
17298,1,High
17299,1,High
17302,0,Low
17303,1,High
17306,0,Low
17311,0,Low
17312,1,High
17314,0,Low
17315,0,Low
17320,0,Low
17323,0,Low
17324,0,Low
17325,1,High
17329,1,High
17331,1,High
17334,1,High
17337,0,Low
17338,0,Low
17339,1,High
17340,0,Low
17341,1,High
17343,1,High
17345,1,High
17346,0,Low
17348,0,Low
17349,1,High
17351,1,High
17353,0,Low
17356,1,High
17358,1,High
17360,1,High
17361,1,High
17362,1,High
17364,0,Low
17365,0,Low
17367,1,High
17368,0,Low
17370,1,High
17371,1,High
17372,0,Low
17373,0,Low
17374,1,High
17375,1,High
17376,1,High
17377,0,Low
17381,0,Low
17384,1,High
17386,0,Low
17388,0,Low
17389,0,Low
17391,1,High
17392,1,High
17394,1,High
17396,0,Low
17398,1,High
17400,0,Low
17402,0,Low
17404,0,Low
17405,0,Low
17406,0,Low
17408,1,High
17409,1,High
17410,0,Low
17411,1,High
17412,0,Low
17414,1,High
17416,0,Low
17418,1,High
17419,0,Low
17420,1,High
17422,0,Low
17423,1,High
17426,0,Low
17428,0,Low
17429,1,High
17430,1,High
17431,1,High
17436,1,High
17438,1,High
17440,1,High
17442,0,Low
17443,1,High
17444,1,High
17446,1,High
17449,0,Low
17450,0,Low
17451,0,Low
17454,1,High
17455,1,High
17456,1,High
17457,0,Low
17460,1,High
17462,1,High
17463,0,Low
17464,1,High
17469,0,Low
17470,0,Low
17472,1,High
17483,0,Low
17486,1,High
17489,1,High
17490,0,Low
17491,0,Low
17492,1,High
17496,1,High
17499,1,High
17501,1,High
17504,0,Low
17505,0,Low
17507,1,High
17508,1,High
17511,0,Low
17512,0,Low
17514,1,High
17515,1,High
17516,1,High
17517,1,High
17519,0,Low
17521,1,High
17522,0,Low
17524,1,High
17525,1,High
17526,0,Low
17527,1,High
17530,0,Low
17531,1,High
17535,1,High
17536,1,High
17537,1,High
17540,1,High
17542,1,High
17548,1,High
17550,1,High
17551,1,High
17552,1,High
17553,1,High
17554,0,Low
17555,1,High
17556,1,High
17560,1,High
17562,0,Low
17567,0,Low
17569,1,High
17571,0,Low
17572,1,High
17574,1,High
17576,0,Low
17578,1,High
17579,0,Low
17580,1,High
17581,0,Low
17582,1,High
17584,0,Low
17585,0,Low
17588,0,Low
17589,0,Low
17591,0,Low
17593,0,Low
17594,0,Low
17596,0,Low
17597,1,High
17601,1,High
17602,0,Low
17604,1,High
17609,0,Low
17611,0,Low
17612,0,Low
17613,0,Low
17615,1,High
17616,1,High
17618,0,Low
17619,1,High
17621,0,Low
17624,1,High
17625,0,Low
17629,0,Low
17630,1,High
17631,1,High
17633,0,Low
17634,0,Low
17637,1,High
17639,1,High
17642,1,High
17643,1,High
17644,0,Low
17646,0,Low
17648,0,Low
17649,1,High
17651,0,Low
17652,0,Low
17653,0,Low
17654,1,High
17655,0,Low
17656,0,Low
17658,1,High
17659,0,Low
17660,1,High
17663,0,Low
17664,1,High
17667,0,Low
17669,0,Low
17670,1,High
17671,0,Low
17672,1,High
17673,0,Low
17674,1,High
17675,0,Low
17676,0,Low
17677,0,Low
17678,1,High
17682,0,Low
17685,0,Low
17686,0,Low
17690,0,Low
17691,1,High
17692,1,High
17693,1,High
17694,1,High
17695,1,High
17696,0,Low
17697,1,High
17698,1,High
17700,0,Low
17701,1,High
17702,0,Low
17703,1,High
17704,1,High
17705,0,Low
17706,0,Low
17707,1,High
17708,1,High
17709,1,High
17711,1,High
17714,1,High
17715,1,High
17716,0,Low
17718,1,High
17719,0,Low
17720,0,Low
17722,0,Low
17723,0,Low
17724,0,Low
17725,0,Low
17730,0,Low
17731,0,Low
17732,1,High
17733,1,High
17734,1,High
17735,0,Low
17736,1,High
17738,0,Low
17739,0,Low
17742,1,High
17744,0,Low
17746,1,High
17747,1,High
17749,1,High
17750,0,Low
17752,1,High
17754,0,Low
17757,0,Low
17758,0,Low
17759,1,High
17760,1,High
17763,1,High
17764,1,High
17765,1,High
17768,0,Low
17769,0,Low
17770,0,Low
17771,1,High
17774,0,Low
17775,1,High
17779,1,High
17781,1,High
17783,1,High
17786,1,High
17787,0,Low
17788,0,Low
17789,1,High
17790,0,Low
17795,1,High
17796,1,High
17797,1,High
17799,0,Low
17800,0,Low
17802,0,Low
17809,0,Low
17811,0,Low
17812,1,High
17816,1,High
17817,1,High
17819,0,Low
17827,0,Low
17828,0,Low
17829,1,High
17830,1,High
17837,0,Low
17838,0,Low
17841,0,Low
17843,1,High
17844,1,High
17848,1,High
17849,1,High
17850,0,Low
17854,1,High
17855,1,High
17856,0,Low
17857,0,Low
17858,0,Low
17859,1,High
17860,1,High
17861,0,Low
17862,1,High
17863,0,Low
17864,1,High
17865,0,Low
17866,1,High
17867,0,Low
17869,0,Low
17870,0,Low
17871,1,High
17873,0,Low
17874,1,High
17877,1,High
17879,1,High
17880,1,High
17881,1,High
17883,1,High
17884,1,High
17886,1,High
17887,1,High
17888,0,Low
17889,1,High
17890,1,High
17891,1,High
17892,1,High
17893,1,High
17894,0,Low
17897,0,Low
17898,1,High
17899,1,High
17900,1,High
17905,1,High
17906,1,High
17908,1,High
17912,1,High
17913,1,High
17917,1,High
17920,0,Low
17921,0,Low
17923,1,High
17924,0,Low
17925,1,High
17926,1,High
17928,1,High
17929,1,High
17930,0,Low
17931,1,High
17932,0,Low
17935,1,High
17937,0,Low
17939,1,High
17940,0,Low
17941,1,High
17946,1,High
17948,1,High
17949,0,Low
17950,1,High
17951,0,Low
17954,0,Low
17955,1,High
17956,1,High
17958,1,High
17960,1,High
17961,0,Low
17962,1,High
17964,1,High
17965,0,Low
17966,0,Low
17967,1,High
17968,1,High
17969,1,High
17970,1,High
17972,1,High
17974,1,High
17975,0,Low
17976,1,High
17978,1,High
17979,0,Low
17980,1,High
17984,1,High
17987,1,High
17988,0,Low
17990,1,High
17991,1,High
17994,1,High
17995,1,High
17997,0,Low
17999,1,High
18004,1,High
18008,0,Low
18009,1,High
18010,1,High
18011,1,High
18013,1,High
18016,0,Low
18017,1,High
18018,1,High
18024,1,High
18032,1,High
18036,0,Low
18037,1,High
18040,1,High
18041,0,Low
18043,1,High
18044,0,Low
18048,1,High
18050,1,High
18055,0,Low
18056,1,High
18061,0,Low
18062,1,High
18064,1,High
18065,0,Low
18068,1,High
18069,0,Low
18071,1,High
18072,1,High
18073,0,Low
18074,1,High
18075,0,Low
18077,0,Low
18078,1,High
18079,0,Low
18080,0,Low
18081,1,High
18085,1,High
18086,1,High
18087,1,High
18092,0,Low
18093,0,Low
18094,0,Low
18095,1,High
18097,0,Low
18099,1,High
18101,0,Low
18102,0,Low
18106,1,High
18108,1,High
18109,0,Low
18112,1,High
18113,1,High
18114,1,High
18116,0,Low
18118,0,Low
18119,1,High
18120,1,High
18121,1,High
18122,0,Low
18125,0,Low
18127,1,High
18129,1,High
18133,1,High
18135,1,High
18136,1,High
18138,1,High
18142,0,Low
18143,0,Low
18144,0,Low
18145,0,Low
18146,1,High
18147,1,High
18149,1,High
18150,1,High
18151,1,High
18155,0,Low
18156,1,High
18159,1,High
18160,1,High
18161,0,Low
18165,1,High
18167,0,Low
18168,0,Low
18170,0,Low
18171,0,Low
18172,0,Low
18173,0,Low
18176,1,High
18177,0,Low
18178,0,Low
18179,0,Low
18180,0,Low
18183,1,High
18185,1,High
18188,0,Low
18189,0,Low
18190,1,High
18191,1,High
18193,1,High
18196,1,High
18198,0,Low
18200,1,High
18202,0,Low
18203,1,High
18204,0,Low
18210,0,Low
18211,0,Low
18212,1,High
18213,1,High
18218,1,High
18219,0,Low
18220,1,High
18221,0,Low
18223,0,Low
18224,1,High
18225,0,Low
18226,0,Low
18227,1,High
18229,0,Low
18230,0,Low
18231,0,Low
18232,1,High
18233,1,High
18235,0,Low
18236,1,High
18237,0,Low
18239,0,Low
18241,0,Low
18242,0,Low
18245,0,Low
18246,1,High
18248,1,High
18250,1,High
18252,1,High
18257,0,Low
18259,0,Low
18260,0,Low
18262,1,High
18263,0,Low
18265,1,High
18268,1,High
18269,1,High
18270,1,High
18272,0,Low
18273,1,High
18280,1,High
18281,1,High
18282,1,High
18283,0,Low
18287,0,Low
