customer_id,company_size,vertical,onboard_channel,region,account_manager,credit_limit_gbp,payment_terms_days,years_in_business,is_vip
13805,Small,Homeware Retail,Trade Show,UK,Self-Serve,500,30,7,0
13806,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,12,0
13807,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,8,0
13808,Medium,Other,Direct Sales,UK,Priya Kapoor,2500,30,11,0
13809,Small,Market Trader,Online Enquiry,Western Europe,Self-Serve,500,60,3,0
13810,Medium,Gift Shop,Direct Sales,Western Europe,Emily Hartley,2250,60,11,0
13811,Small,Homeware Retail,Direct Sales,Western Europe,Self-Serve,250,30,6,0
13812,Small,Market Trader,Online Enquiry,Western Europe,Self-Serve,500,30,3,0
13813,Medium,Other,Cold Outreach,Western Europe,James Thornton,1500,90,14,0
13814,Medium,Homeware Retail,Direct Sales,Western Europe,Priya Kapoor,2000,30,3,0
13815,Large,Online Retailer,Direct Sales,Western Europe,Oliver Walsh,10000,30,16,1
13816,Small,Gift Shop,Online Enquiry,Western Europe,Self-Serve,250,30,7,0
13817,Small,Other,Cold Outreach,Western Europe,Self-Serve,250,30,4,0
13819,Medium,Gift Shop,Trade Show,UK,James Thornton,2250,60,9,0
13821,Small,Other,Referral,UK,Self-Serve,750,30,5,0
13822,Small,Online Retailer,Referral,UK,Self-Serve,500,30,2,0
13823,Medium,Online Retailer,Online Enquiry,UK,Mohammed Al-Rashid,750,90,16,0
13824,Medium,Online Retailer,Trade Show,UK,Sarah Bennett,3000,60,5,0
13826,Small,Gift Shop,Referral,UK,Self-Serve,250,30,6,0
13827,Small,Gift Shop,Trade Show,UK,Self-Serve,500,90,6,0
13828,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,2,0
13831,Medium,Gift Shop,Online Enquiry,UK,James Thornton,2000,30,10,0
13832,Small,Market Trader,Online Enquiry,UK,Self-Serve,500,60,2,0
13833,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,250,30,9,0
13835,Small,Gift Shop,Trade Show,UK,Self-Serve,500,30,2,0
13837,Small,Other,Cold Outreach,UK,Self-Serve,750,30,3,0
13838,Small,Florist,Online Enquiry,UK,Self-Serve,250,30,1,0
13841,Small,Florist,Online Enquiry,UK,Self-Serve,750,30,1,0
13842,Medium,Other,Trade Show,UK,Sarah Bennett,1750,30,18,0
13844,Small,Gift Shop,Cold Outreach,UK,Self-Serve,500,30,7,0
13845,Small,Homeware Retail,Trade Show,UK,Self-Serve,250,30,5,0
13846,Small,Department Store,Direct Sales,UK,Self-Serve,750,60,3,0
13848,Medium,Department Store,Direct Sales,UK,Sarah Bennett,3000,60,15,0
13849,Medium,Gift Shop,Online Enquiry,UK,James Thornton,1750,30,6,0
13850,Medium,Market Trader,Online Enquiry,UK,Priya Kapoor,250,60,14,0
13851,Medium,Gift Shop,Trade Show,UK,Oliver Walsh,2000,60,6,0
13853,Medium,Gift Shop,Direct Sales,UK,Mohammed Al-Rashid,750,60,7,0
13854,Large,Online Retailer,Trade Show,UK,Sarah Bennett,11250,90,24,1
13856,Small,Online Retailer,Online Enquiry,UK,Self-Serve,500,30,8,0
13858,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,7,0
13859,Small,Gift Shop,Referral,UK,Self-Serve,500,30,2,0
13860,Medium,Market Trader,Trade Show,UK,Sarah Bennett,2500,30,8,0
13862,Medium,Gift Shop,Direct Sales,UK,Priya Kapoor,2750,30,11,0
13863,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,2,0
13865,Small,Florist,Cold Outreach,UK,Self-Serve,250,30,9,0
13866,Small,Other,Cold Outreach,UK,Self-Serve,500,30,1,0
13867,Medium,Market Trader,Referral,UK,James Thornton,1750,30,6,0
13868,Medium,Market Trader,Trade Show,UK,Priya Kapoor,750,60,7,0
13869,Medium,Online Retailer,Trade Show,UK,Oliver Walsh,3000,30,1,0
13870,Medium,Online Retailer,Direct Sales,UK,Emily Hartley,3500,60,3,0
13871,Large,Gift Shop,Trade Show,UK,Mohammed Al-Rashid,10000,60,23,1
13873,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,750,30,5,0
13874,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,500,30,10,0
13875,Medium,Gift Shop,Referral,UK,Oliver Walsh,1500,60,18,0
13876,Small,Department Store,Cold Outreach,UK,Self-Serve,250,30,6,0
13877,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,750,90,6,0
13878,Medium,Gift Shop,Online Enquiry,UK,Sarah Bennett,1250,90,10,0
13880,Medium,Gift Shop,Direct Sales,UK,Priya Kapoor,2500,60,1,0
13881,Large,Department Store,Trade Show,UK,Oliver Walsh,10000,90,7,1
13882,Medium,Gift Shop,Online Enquiry,UK,Emily Hartley,1500,30,11,0
13883,Medium,Market Trader,Trade Show,UK,Mohammed Al-Rashid,2750,60,13,0
13884,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,250,30,6,0
13885,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,250,30,2,0
13886,Small,Online Retailer,Referral,UK,Self-Serve,500,60,8,0
13887,Small,Market Trader,Cold Outreach,UK,Self-Serve,750,30,9,0
13888,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,500,90,8,0
13889,Small,Online Retailer,Cold Outreach,UK,Self-Serve,250,30,8,0
13890,Medium,Online Retailer,Direct Sales,UK,Sarah Bennett,1500,60,7,0
13892,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,8,0
13893,Small,Market Trader,Referral,UK,Self-Serve,500,30,5,0
13894,Small,Market Trader,Referral,UK,Self-Serve,250,30,7,0
13895,Medium,Online Retailer,Cold Outreach,UK,Mohammed Al-Rashid,2500,60,12,0
13897,Small,Market Trader,Online Enquiry,UK,Self-Serve,500,60,5,0
13898,Small,Market Trader,Referral,UK,Self-Serve,250,30,2,0
13899,Small,Department Store,Referral,UK,Self-Serve,250,30,5,0
13900,Small,Market Trader,Cold Outreach,UK,Self-Serve,250,30,8,0
13901,Medium,Department Store,Trade Show,UK,Mohammed Al-Rashid,1750,90,8,0
13904,Small,Department Store,Cold Outreach,UK,Self-Serve,750,30,8,0
13908,Medium,Online Retailer,Online Enquiry,UK,Sarah Bennett,2000,30,14,0
13911,Medium,Department Store,Direct Sales,UK,Oliver Walsh,1250,30,9,0
13914,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,9,0
13917,Small,Florist,Online Enquiry,UK,Self-Serve,250,30,4,0
13918,Medium,Market Trader,Online Enquiry,UK,Emily Hartley,2250,60,18,0
13919,Small,Gift Shop,Cold Outreach,Western Europe,Self-Serve,500,60,6,0
13922,Small,Market Trader,Online Enquiry,UK,Self-Serve,500,60,5,0
13923,Small,Gift Shop,Referral,UK,Self-Serve,250,30,2,0
13924,Medium,Homeware Retail,Online Enquiry,UK,Emily Hartley,3250,90,10,0
13925,Small,Department Store,Trade Show,UK,Self-Serve,500,30,4,0
13926,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,1,0
13927,Small,Market Trader,Online Enquiry,UK,Self-Serve,750,30,4,0
13928,Small,Market Trader,Online Enquiry,UK,Self-Serve,500,30,3,0
13929,Small,Online Retailer,Direct Sales,UK,Self-Serve,250,60,7,0
13930,Small,Gift Shop,Online Enquiry,UK,Self-Serve,750,30,9,0
13931,Medium,Homeware Retail,Direct Sales,UK,Mohammed Al-Rashid,3500,30,4,0
13932,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,10,0
13933,Small,Other,Online Enquiry,UK,Self-Serve,250,30,5,0
13934,Small,Online Retailer,Direct Sales,UK,Self-Serve,250,30,2,0
13936,Small,Gift Shop,Cold Outreach,UK,Self-Serve,500,30,7,0
13937,Small,Online Retailer,Cold Outreach,UK,Self-Serve,750,30,4,0
13938,Small,Online Retailer,Referral,UK,Self-Serve,500,60,5,0
13939,Small,Market Trader,Direct Sales,UK,Self-Serve,500,30,4,0
13940,Small,Gift Shop,Cold Outreach,UK,Self-Serve,750,30,3,0
13941,Large,Market Trader,Referral,UK,Oliver Walsh,10000,60,24,1
13946,Small,Online Retailer,Cold Outreach,UK,Self-Serve,500,30,4,0
13947,Small,Other,Direct Sales,UK,Self-Serve,250,90,1,0
13948,Small,Homeware Retail,Referral,UK,Self-Serve,500,30,7,0
13949,Medium,Online Retailer,Referral,UK,Mohammed Al-Rashid,1750,30,4,0
13950,Small,Florist,Online Enquiry,UK,Self-Serve,250,60,2,0
13951,Small,Gift Shop,Referral,UK,Self-Serve,250,30,9,0
13952,Medium,Florist,Direct Sales,UK,Priya Kapoor,3000,60,4,0
13953,Medium,Department Store,Online Enquiry,UK,Oliver Walsh,1250,60,1,0
13954,Small,Gift Shop,Trade Show,UK,Self-Serve,250,60,7,0
13955,Small,Homeware Retail,Referral,UK,Self-Serve,750,30,4,0
13956,Medium,Department Store,Trade Show,UK,Sarah Bennett,2750,30,9,0
13959,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,4,0
13960,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,6,0
13962,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,250,30,3,0
13963,Small,Online Retailer,Direct Sales,UK,Self-Serve,250,30,9,0
13967,Small,Gift Shop,Referral,UK,Self-Serve,250,30,1,0
13969,Large,Market Trader,Online Enquiry,UK,James Thornton,10000,30,22,1
13971,Medium,Other,Trade Show,UK,Oliver Walsh,1000,60,13,0
13972,Small,Other,Direct Sales,UK,Self-Serve,500,60,3,0
13973,Small,Department Store,Direct Sales,UK,Self-Serve,250,30,2,0
13974,Small,Gift Shop,Cold Outreach,UK,Self-Serve,500,30,8,0
13975,Medium,Department Store,Online Enquiry,UK,James Thornton,1500,30,5,0
13976,Small,Gift Shop,Online Enquiry,UK,Self-Serve,750,30,3,0
13978,Small,Gift Shop,Direct Sales,UK,Self-Serve,750,30,8,0
13979,Small,Homeware Retail,Referral,UK,Self-Serve,500,30,5,0
13980,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,250,30,1,0
13982,Medium,Market Trader,Referral,UK,Priya Kapoor,3500,90,19,0
13983,Medium,Department Store,Online Enquiry,UK,Oliver Walsh,750,30,7,0
13984,Small,Homeware Retail,Trade Show,UK,Self-Serve,250,30,4,0
13985,Large,Gift Shop,Trade Show,UK,Mohammed Al-Rashid,10000,60,20,1
13986,Small,Other,Trade Show,UK,Self-Serve,750,60,7,0
13988,Large,Homeware Retail,Trade Show,UK,Priya Kapoor,10000,60,34,1
13989,Medium,Homeware Retail,Trade Show,UK,Oliver Walsh,1750,30,2,0
13990,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,60,7,0
13991,Small,Market Trader,Online Enquiry,UK,Self-Serve,500,30,7,0
13992,Small,Department Store,Cold Outreach,UK,Self-Serve,500,30,5,0
13993,Medium,Gift Shop,Online Enquiry,UK,James Thornton,2500,30,14,0
13994,Medium,Gift Shop,Referral,UK,Priya Kapoor,1250,60,15,0
13995,Medium,Department Store,Online Enquiry,UK,Oliver Walsh,1250,30,3,0
13999,Large,Online Retailer,Trade Show,UK,James Thornton,10000,90,32,1
14000,Small,Gift Shop,Referral,UK,Self-Serve,500,30,1,0
14001,Medium,Other,Direct Sales,UK,Oliver Walsh,1000,30,4,0
14002,Small,Gift Shop,Referral,UK,Self-Serve,250,30,4,0
14004,Large,Homeware Retail,Trade Show,UK,Sarah Bennett,10000,30,33,1
14005,Medium,Other,Cold Outreach,UK,James Thornton,1500,60,8,0
14006,Medium,Homeware Retail,Direct Sales,UK,Priya Kapoor,1500,60,10,0
14009,Small,Online Retailer,Online Enquiry,UK,Self-Serve,500,30,9,0
14012,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,500,30,4,0
14013,Small,Gift Shop,Trade Show,UK,Self-Serve,250,30,1,0
14014,Small,Other,Referral,UK,Self-Serve,500,60,4,0
14015,Small,Homeware Retail,Referral,UK,Self-Serve,250,30,9,0
14016,Large,Florist,Referral,Western Europe,Sarah Bennett,10250,90,19,1
14019,Medium,Gift Shop,Cold Outreach,UK,Oliver Walsh,2000,30,20,0
14020,Small,Gift Shop,Cold Outreach,UK,Self-Serve,250,60,7,0
14021,Small,Gift Shop,Trade Show,UK,Self-Serve,500,30,3,0
14022,Small,Online Retailer,Cold Outreach,UK,Self-Serve,250,30,5,0
14023,Small,Homeware Retail,Referral,UK,Self-Serve,500,60,2,0
14024,Small,Market Trader,Referral,UK,Self-Serve,500,60,3,0
14027,Small,Homeware Retail,Direct Sales,UK,Self-Serve,500,30,18,0
14029,Small,Other,Referral,UK,Self-Serve,500,30,8,0
14030,Medium,Gift Shop,Cold Outreach,UK,Priya Kapoor,1500,30,14,0
14031,Large,Market Trader,Referral,UK,Oliver Walsh,12750,60,13,1
14032,Medium,Market Trader,Direct Sales,UK,Emily Hartley,2500,60,18,0
14034,Small,Market Trader,Trade Show,UK,Self-Serve,250,30,8,0
14035,Medium,Market Trader,Direct Sales,UK,James Thornton,1250,60,19,0
14036,Small,Market Trader,Cold Outreach,UK,Self-Serve,250,30,10,0
14037,Small,Online Retailer,Referral,UK,Self-Serve,500,60,1,0
14038,Medium,Gift Shop,Direct Sales,UK,Emily Hartley,1750,90,4,0
14039,Small,Gift Shop,Trade Show,UK,Self-Serve,500,30,2,0
14040,Medium,Florist,Direct Sales,UK,Sarah Bennett,2250,30,5,0
14041,Small,Online Retailer,Online Enquiry,UK,Self-Serve,750,60,6,0
14044,Small,Market Trader,Cold Outreach,UK,Self-Serve,250,30,3,0
14045,Medium,Homeware Retail,Online Enquiry,UK,Mohammed Al-Rashid,2750,60,20,0
14046,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,11,0
14047,Medium,Gift Shop,Online Enquiry,UK,James Thornton,2500,30,10,0
14048,Small,Department Store,Trade Show,UK,Self-Serve,250,60,11,0
14049,Large,Homeware Retail,Cold Outreach,UK,Oliver Walsh,10500,30,30,1
14050,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,60,4,0
14051,Large,Homeware Retail,Direct Sales,UK,Mohammed Al-Rashid,10000,60,2,1
14052,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,4,0
14053,Small,Online Retailer,Referral,UK,Self-Serve,250,30,3,0
14054,Small,Gift Shop,Referral,UK,Self-Serve,250,30,6,0
14055,Small,Market Trader,Referral,UK,Self-Serve,500,30,5,0
14056,Large,Homeware Retail,Trade Show,UK,Emily Hartley,10000,90,19,1
14057,Large,Homeware Retail,Trade Show,UK,Mohammed Al-Rashid,10000,60,22,1
14059,Small,Gift Shop,Direct Sales,UK,Self-Serve,500,60,1,0
14060,Large,Gift Shop,Direct Sales,UK,Priya Kapoor,17750,60,21,1
14062,Large,Homeware Retail,Trade Show,UK,Emily Hartley,13250,60,14,1
14064,Medium,Homeware Retail,Online Enquiry,UK,Sarah Bennett,2750,60,11,0
14066,Small,Online Retailer,Cold Outreach,UK,Self-Serve,500,30,8,0
14067,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,500,30,1,0
14068,Small,Department Store,Online Enquiry,UK,Self-Serve,250,30,4,0
14071,Medium,Market Trader,Direct Sales,UK,James Thornton,1250,30,9,0
14073,Small,Market Trader,Trade Show,UK,Self-Serve,250,30,3,0
14075,Small,Gift Shop,Referral,UK,Self-Serve,250,30,8,0
14076,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,250,30,3,0
14077,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,3,0
14078,Medium,Gift Shop,Direct Sales,UK,Priya Kapoor,1750,90,6,0
14079,Small,Other,Cold Outreach,UK,Self-Serve,500,30,8,0
14080,Small,Gift Shop,Cold Outreach,UK,Self-Serve,500,30,4,0
14081,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,500,30,6,0
14082,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,60,11,0
14083,Medium,Department Store,Trade Show,UK,James Thornton,250,30,10,0
14085,Large,Online Retailer,Trade Show,UK,Oliver Walsh,10000,60,27,1
14087,Small,Gift Shop,Cold Outreach,UK,Self-Serve,250,90,10,0
14088,Large,Homeware Retail,Referral,UK,Sarah Bennett,10000,60,26,1
14089,Small,Online Retailer,Cold Outreach,UK,Self-Serve,250,30,5,0
14090,Small,Gift Shop,Trade Show,UK,Self-Serve,250,30,7,0
14092,Large,Homeware Retail,Referral,UK,Emily Hartley,11000,30,8,1
14093,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,3,0
14096,Large,Gift Shop,Trade Show,UK,Priya Kapoor,10000,30,13,1
14098,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,500,30,12,0
14099,Medium,Gift Shop,Trade Show,UK,Mohammed Al-Rashid,1000,30,6,0
14100,Small,Online Retailer,Cold Outreach,UK,Self-Serve,500,60,3,0
14101,Large,Department Store,Direct Sales,UK,James Thornton,10000,30,10,1
14102,Medium,Market Trader,Trade Show,UK,Priya Kapoor,1500,60,13,0
14104,Small,Gift Shop,Direct Sales,UK,Self-Serve,500,30,5,0
14105,Medium,Gift Shop,Trade Show,UK,Mohammed Al-Rashid,2500,30,15,0
14107,Medium,Gift Shop,Trade Show,UK,James Thornton,1000,30,13,0
14108,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,1,0
14109,Small,Department Store,Cold Outreach,UK,Self-Serve,500,30,3,0
14110,Large,Gift Shop,Trade Show,UK,Emily Hartley,10000,60,29,1
14111,Small,Florist,Trade Show,UK,Self-Serve,500,30,4,0
14112,Medium,Gift Shop,Online Enquiry,UK,Sarah Bennett,2000,60,16,0
14113,Medium,Online Retailer,Referral,UK,James Thornton,3250,30,9,0
14114,Small,Department Store,Online Enquiry,UK,Self-Serve,250,90,2,0
14116,Medium,Market Trader,Direct Sales,UK,Emily Hartley,1750,60,8,0
14117,Small,Department Store,Online Enquiry,UK,Self-Serve,250,30,2,0
14121,Medium,Market Trader,Direct Sales,UK,Oliver Walsh,2250,30,7,0
14124,Small,Homeware Retail,Trade Show,UK,Self-Serve,250,60,6,0
14125,Medium,Market Trader,Online Enquiry,UK,James Thornton,2250,30,13,0
14126,Small,Gift Shop,Referral,UK,Self-Serve,250,30,1,0
14127,Small,Florist,Online Enquiry,UK,Self-Serve,250,30,5,0
14128,Small,Online Retailer,Referral,UK,Self-Serve,250,30,3,0
14129,Medium,Market Trader,Online Enquiry,UK,Mohammed Al-Rashid,1500,60,7,0
14130,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,500,30,5,0
14132,Medium,Online Retailer,Direct Sales,UK,Priya Kapoor,1750,30,7,0
14133,Small,Online Retailer,Direct Sales,UK,Self-Serve,500,60,9,0
14135,Large,Department Store,Trade Show,UK,Mohammed Al-Rashid,14750,60,28,1
14138,Medium,Gift Shop,Online Enquiry,UK,Priya Kapoor,2000,60,16,0
14139,Small,Gift Shop,Cold Outreach,UK,Self-Serve,250,30,4,0
14140,Small,Gift Shop,Cold Outreach,UK,Self-Serve,500,30,2,0
14141,Small,Gift Shop,Referral,UK,Self-Serve,250,60,5,0
14142,Small,Market Trader,Direct Sales,UK,Self-Serve,250,30,5,0
14143,Small,Gift Shop,Direct Sales,UK,Self-Serve,250,30,3,0
14145,Large,Other,Referral,UK,Oliver Walsh,12750,60,9,1
14146,Large,Homeware Retail,Direct Sales,UK,Emily Hartley,10000,30,18,1
14147,Small,Gift Shop,Referral,UK,Self-Serve,500,30,4,0
14148,Small,Market Trader,Cold Outreach,UK,Self-Serve,250,30,7,0
14149,Small,Online Retailer,Referral,UK,Self-Serve,500,30,7,0
14150,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,250,30,8,0
14152,Small,Online Retailer,Trade Show,UK,Self-Serve,250,90,1,0
14154,Medium,Department Store,Online Enquiry,UK,Sarah Bennett,2500,30,12,0
14155,Small,Gift Shop,Cold Outreach,UK,Self-Serve,500,30,3,0
14156,Large,Other,Trade Show,Western Europe,Priya Kapoor,10000,60,8,1
14157,Small,Other,Referral,UK,Self-Serve,250,30,4,0
14158,Small,Online Retailer,Online Enquiry,UK,Self-Serve,1000,30,8,0
14159,Large,Gift Shop,Cold Outreach,UK,Mohammed Al-Rashid,15000,90,15,1
14161,Medium,Department Store,Trade Show,UK,James Thornton,2500,60,18,0
14162,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,60,7,0
14163,Medium,Gift Shop,Trade Show,UK,Oliver Walsh,1750,30,8,0
14164,Medium,Gift Shop,Online Enquiry,UK,Emily Hartley,1500,30,16,0
14165,Small,Homeware Retail,Direct Sales,UK,Self-Serve,750,30,6,0
14167,Small,Market Trader,Online Enquiry,UK,Self-Serve,500,30,2,0
14171,Small,Department Store,Online Enquiry,UK,Self-Serve,250,30,11,0
14173,Small,Department Store,Cold Outreach,UK,Self-Serve,250,30,6,0
14174,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,500,30,5,0
14175,Medium,Homeware Retail,Trade Show,UK,Oliver Walsh,3250,30,6,0
14176,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,750,60,9,0
14177,Small,Other,Online Enquiry,UK,Self-Serve,500,30,7,0
14178,Medium,Gift Shop,Cold Outreach,UK,Sarah Bennett,1750,30,13,0
14179,Small,Market Trader,Direct Sales,UK,Self-Serve,250,30,3,0
14180,Large,Online Retailer,Direct Sales,UK,Priya Kapoor,10750,90,25,1
14184,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,250,90,8,0
14185,Small,Department Store,Direct Sales,UK,Self-Serve,500,30,3,0
14188,Medium,Homeware Retail,Online Enquiry,UK,Emily Hartley,2000,30,3,0
14189,Large,Market Trader,Direct Sales,UK,Mohammed Al-Rashid,10000,90,23,1
14191,Large,Florist,Online Enquiry,UK,James Thornton,11500,60,5,1
14193,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,500,60,5,0
14194,Large,Gift Shop,Direct Sales,UK,Emily Hartley,12000,90,14,1
14195,Medium,Online Retailer,Direct Sales,UK,Mohammed Al-Rashid,2750,30,16,0
14196,Small,Florist,Cold Outreach,UK,Self-Serve,500,30,4,0
14198,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,8,0
14199,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,3,0
14201,Small,Online Retailer,Online Enquiry,UK,Self-Serve,500,30,8,0
14204,Small,Department Store,Online Enquiry,UK,Self-Serve,500,60,11,0
14205,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,2,0
14206,Small,Department Store,Cold Outreach,UK,Self-Serve,500,30,6,0
14208,Small,Florist,Online Enquiry,UK,Self-Serve,750,30,13,0
14209,Medium,Gift Shop,Referral,UK,James Thornton,3750,30,10,0
14210,Medium,Gift Shop,Trade Show,UK,Priya Kapoor,2000,30,10,0
14211,Medium,Other,Online Enquiry,UK,Oliver Walsh,250,30,14,0
14212,Medium,Gift Shop,Cold Outreach,UK,Emily Hartley,2750,60,10,0
14214,Medium,Market Trader,Trade Show,UK,Sarah Bennett,1500,30,1,0
14215,Medium,Homeware Retail,Cold Outreach,UK,James Thornton,1250,90,16,0
14216,Medium,Gift Shop,Direct Sales,UK,Priya Kapoor,1500,30,1,0
14217,Medium,Market Trader,Cold Outreach,UK,Oliver Walsh,1500,60,8,0
14218,Small,Homeware Retail,Referral,UK,Self-Serve,500,30,9,0
14219,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,4,0
14220,Small,Homeware Retail,Direct Sales,UK,Self-Serve,250,30,3,0
14221,Medium,Online Retailer,Direct Sales,UK,James Thornton,2250,60,14,0
14222,Small,Gift Shop,Trade Show,UK,Self-Serve,500,30,2,0
14223,Medium,Homeware Retail,Trade Show,UK,Oliver Walsh,2500,60,4,0
14224,Medium,Other,Trade Show,UK,Emily Hartley,1250,30,11,0
14226,Medium,Gift Shop,Direct Sales,UK,Sarah Bennett,1000,60,9,0
14227,Medium,Online Retailer,Referral,UK,James Thornton,1500,90,4,0
14229,Medium,Homeware Retail,Trade Show,UK,Oliver Walsh,2000,30,13,0
14231,Small,Market Trader,Direct Sales,UK,Self-Serve,750,30,6,0
14232,Medium,Gift Shop,Online Enquiry,UK,Sarah Bennett,250,90,8,0
14233,Medium,Other,Trade Show,UK,James Thornton,1750,30,9,0
14234,Small,Homeware Retail,Trade Show,UK,Self-Serve,250,30,6,0
14235,Medium,Gift Shop,Trade Show,UK,Oliver Walsh,500,60,16,0
14236,Small,Gift Shop,Cold Outreach,UK,Self-Serve,500,30,4,0
14237,Small,Gift Shop,Cold Outreach,UK,Self-Serve,500,30,7,0
14238,Small,Online Retailer,Online Enquiry,UK,Self-Serve,500,30,7,0
14239,Medium,Homeware Retail,Online Enquiry,UK,James Thornton,2500,30,14,0
14240,Small,Market Trader,Online Enquiry,UK,Self-Serve,250,30,5,0
14241,Small,Homeware Retail,Referral,UK,Self-Serve,250,30,2,0
14242,Small,Gift Shop,Referral,UK,Self-Serve,750,30,4,0
14243,Medium,Online Retailer,Online Enquiry,UK,Mohammed Al-Rashid,1750,60,12,0
14245,Medium,Department Store,Direct Sales,UK,James Thornton,2500,30,19,0
14246,Medium,Gift Shop,Trade Show,UK,Priya Kapoor,2000,30,8,0
14247,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,60,7,0
14248,Small,Gift Shop,Cold Outreach,UK,Self-Serve,250,30,4,0
14250,Medium,Department Store,Online Enquiry,UK,Sarah Bennett,1500,30,11,0
14251,Medium,Online Retailer,Referral,UK,James Thornton,2750,30,18,0
14256,Medium,Homeware Retail,Cold Outreach,UK,Sarah Bennett,2500,30,14,0
14257,Medium,Market Trader,Trade Show,UK,James Thornton,2500,30,4,0
14258,Large,Market Trader,Direct Sales,UK,Priya Kapoor,10000,90,13,1
14259,Small,Online Retailer,Referral,UK,Self-Serve,750,60,9,0
14261,Medium,Market Trader,Cold Outreach,UK,Mohammed Al-Rashid,1000,60,11,0
14262,Medium,Gift Shop,Cold Outreach,UK,Sarah Bennett,2000,90,4,0
14264,Small,Gift Shop,Referral,UK,Self-Serve,250,60,3,0
14265,Small,Gift Shop,Online Enquiry,Rest of World,Self-Serve,250,30,7,0
14267,Medium,Gift Shop,Referral,UK,Mohammed Al-Rashid,3000,30,15,0
14270,Small,Online Retailer,Direct Sales,UK,Self-Serve,250,30,5,0
14271,Small,Florist,Cold Outreach,UK,Self-Serve,250,30,12,0
14272,Small,Gift Shop,Cold Outreach,UK,Self-Serve,500,30,7,0
14273,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,4,0
14276,Medium,Homeware Retail,Online Enquiry,UK,Priya Kapoor,4500,60,6,0
14277,Large,Florist,Direct Sales,Western Europe,Oliver Walsh,12000,60,10,1
14280,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,250,30,6,0
14282,Large,Online Retailer,Trade Show,UK,Priya Kapoor,10000,60,14,1
14284,Small,Gift Shop,Cold Outreach,UK,Self-Serve,250,60,10,0
14285,Medium,Gift Shop,Cold Outreach,UK,Mohammed Al-Rashid,1000,60,17,0
14286,Large,Other,Referral,UK,Sarah Bennett,10250,90,23,1
14287,Small,Other,Direct Sales,UK,Self-Serve,750,30,1,0
14288,Small,Gift Shop,Cold Outreach,UK,Self-Serve,500,30,3,0
14289,Small,Other,Referral,UK,Self-Serve,500,30,9,0
14290,Medium,Online Retailer,Direct Sales,UK,Emily Hartley,1500,30,7,0
14291,Large,Market Trader,Trade Show,UK,Mohammed Al-Rashid,10750,60,27,1
14292,Large,Homeware Retail,Trade Show,UK,Sarah Bennett,10000,90,22,1
14293,Medium,Online Retailer,Cold Outreach,UK,James Thornton,3250,60,10,0
14295,Small,Homeware Retail,Referral,UK,Self-Serve,250,60,3,0
14297,Medium,Online Retailer,Online Enquiry,UK,Mohammed Al-Rashid,1750,30,10,0
